,text
6976,"['smoke', 'smoke', 'smoking', 'ply', 'people', 'quit', 'smoke']"
6977,"['piston', 'salem', 'great', 'grandma', 'die', 'funeral', 'today', 'sad', 'miss', 'much', 'lovely', 'lady', 'lol', 'still', 'humor']"
6978,"['think', 'regret', 'olive', 'garden', ""now's"", '10', 'yet']"
6979,"['make', 'god', 'image']"
6980,"['oing', 'bed', 'exactly', 'time', 'yesterday', 'night']"
6981,"['happy', 'mother']"
6982,"['break', 'new', 'year', 'resolution', 'tonight']"
6983,"['look', 'forward', 'new', 'vid']"
6984,"['luck', 'tonight']"
6985,"['watch', 'einem', 'perform', 'mav', 'movie', 'award', 'amazing', 'slim', 'shady']"
6986,"['look', 'pal', 'topmost', 'pal', 'follow', 'arent', 'much']"
6987,"['piercing', 'hurt', 'cant', 'wait', 'heal', 'eat', 'solid', 'food']"
6988,"['sit', 'floor', 'aunt', 'eat', 'crystal', 'miss', 'crystal']"
6989,"['well', 'sort', 'make', 'tiny', 'script', 'havent', 'see', 'anything', 'robust', 'though', 'would', 'interesting']"
6990,"['still', 'need', 'volunteer', 'email', 'interested', 'help']"
6991,"['try', 'pregnant', 'durian', 'lol', 'drinking']"
6992,"['put', 'tuesday', 'heat', 'advisory', 'gibson', 'county', '7', 'cut', 'sat', 'jun', '20', '2009', 'prolly', 'extend', 'tomorrow']"
6993,"['yeah', 'really', 'sux', 'sure', 'contact', 'blitz', 'special', 'exception', 'either']"
6994,"['next', 'time', 'backup', 'install', 'pay', 'peanut', 'usage', 'never', 'think', 'backup']"
6995,"['well', 'doubt', 'see', 'critical', 'really', 'nothing', 'change', 'yesterday', 'today', 'tomorrow', 'sleep']"
6996,"['officially', 'start', 'est', 'road', 'trip', 'summer']"
6997,"['page', 'wont', 'load', 'evil', 'internet']"
6998,"['hey', 'new', 'sweep', 'interaction', 'talk', 'feel', 'free', 'chat', 'anytime']"
6999,"['power', 'plate', 'butt', 'salad', 'delivery', 'ready', 'church']"
7000,"['take', 'clothes', 'sure', 'youll', 'need', 'toiletry', 'ipod', 'phone', 'etc']"
7001,"['guy', 'girl', 'amazing', 'thanks', 'much', 'help', 'listen', 'carter', 'twin', 'heart', 'memphis']"
7002,"['oh', 'honey', 'protest', 'hug']"
7003,"['woo', 'hoo', 'fever', 'feelin', '10', 'time', 'betta', 'yesterday']"
7004,"['come', 'drop', '1', '72']"
7005,"['thanks', 'follow']"
7006,"['tell', 'last', 'night', 'look', 'lot', 'different', 'person', 'pic', 'guess', 'clean', 'nice', 'back', 'um', 'er', 'yeah']"
7007,"['comeback', 'doctor', 'hour', 'dead']"
7008,"['gah', 'hot', 'pitch', 'ten', 'sister']"
7009,"['quite', 'early', 'since', 'bed', 'early', 'last', 'night', 'still', 'bit', 'headache', 'suck']"
7010,"['life', 'mirror', 'smile', 'smile', 'back', 'smile', 'rejoice', 'blessing', 'see', 'another']"
7011,"['first', 'pin', 'call', '2', 'best', 'friend', 'wish', 'happy', 'birthday', 'est', '4', 'last', 'yr']"
7012,"['impulse', 'saw', 'elevator', 'spend', 'outrageous', 'amount', 'purse', 'even', 'feel', 'guilty']"
7013,"['nah', 'cant', 'towel']"
7014,"['thank', 'morning']"
7015,"['trust', 'ability', 'make', 'correct', 'decision']"
7016,"['london', 'om', 'wish', 'live', 'scotland']"
7017,"['sponge', 'bob', 'funny', 'say', 'hat', 'gary', 'spongebob', 'gary', 'lol']"
7018,"['wish', 'stop', 'rain', 'could']"
7019,"['sew', 'cute', 'new', 'little', 'pup']"
7020,"['parent', 'santa', 'monica', 'wif', 'without']"
7021,"['family', 'thing', 'family', 'ive', 'never', 'meet', 'desire', 'see', 'dad', 'nephew']"
7022,"['oops', 'realize', 'top', 'intoyour', 'website', 'well']"
7023,"['ill', 'cant', 'breathe', 'without', 'tissue']"
7024,"['finish', 'bible', 'study', 'hour', 'ago', 'thank', 'god', 'successful', 'bible', 'study', 'live', 'lord']"
7025,['13']
7026,"['wish', 'live', 'close', 'need', 'drunken', 'clue', 'party']"
7027,"['miss', 'dad', 'lose', '2000', 'best', 'friend', 'rip', 'dad']"
7028,"['happen', 'ya', 'today']"
7029,"['hey', 'send', 'mail', 'youwould', 'reply']"
7030,"['change', 'guitar', 'string', 'ready', 'perform', 'climb', 'cousin', 'birthday']"
7031,"['haha', 'back', 'al', 'hahaha']"
7032,"['long', 'mornin', 'bike', 'cool', 'fit', 'old', 'school', 'tire', 'bus', 'rack', 'hadda', 'leave', 'lock']"
7033,"['need', 'use', 'computer', 'busy', 'need', 'new', 'phone', 'real', 'soon']"
7034,"['finish', 'take', 'shower', 'feel', 'freeze']"
7035,"['future', '830', 'unfortunately', 'romanian', 'live', 'past']"
7036,"['1', 'month', 'new', 'chapter', 'dunno', 'new', 'episode', 'available']"
7037,"['addict', 'fear', 'ive', 'start', 'dream', 'tweet']"
7038,"['look', 'lovely', 'rowland']"
7039,"['well', 'stanley', 'cup', 'final', 'seem', 'turn', 'rather', 'last', 'year']"
7040,"['powwow', 'hell', 'start', 'essay']"
7041,"['cheater', 'never', 'win']"
7042,"['wow', 'wouldnt', 'able', 'workday', 'without', 'twitter']"
7043,"['aww', 'suck', 'seem', 'ive', 'miss', 'text', 'two', 'check', 'iphone', 'app', 'big', 'deal', 'guess']"
7044,"['oh', 'ok', 'come', '04', 'people', 'know', 'well', 'candor', 'live', 'dream', 'much', 'luv']"
7045,"['thanks', 'hope']"
7046,"['ugh', 'wallet', 'last', 'night', 'wif', 'hope', 'find', 'everything']"
7047,"['enjoy', 'ur']"
7048,"['outta', 'caffeine']"
7049,"['enjoy', 'franz', 'ferdinand', 'earlier', 'week']"
7050,"['great', 'time', 'swim', 'today', 'sooo', 'tire', 'time', 'bedtime', 'soon', 'night', 'night']"
7051,"['damn', 'lab', 'make', 'choose', 'money', 'e', 'family', 'miss', '2', 'week', 'ta', 'tomorrow', 'le', '6', 'hour', 'sleep', 'damn']"
7052,"['sound', 'excuse', 'buy', 'suit']"
7053,"['come', 'hang', 'believe', 'show', 'sell']"
7054,"['ah', 'tweet', 'awesome']"
7055,"['hows', 'today', 'want', '4', 'year']"
7056,"['realise', 'norway', '2', 'week', 'cant', 'wait', 'country']"
7057,"['desire', 'liquid', 'long', 'ago', 'mate', 'iambic', 'lol', 'talk', 'guy', 'jus', 'night']"
7058,"['know', 'yet', 'rogers', 'wont', 'update', 'promo', 'page', 'show', 'model', 'offer']"
7059,"['already', 'one', 'dutch', 'guy', 'hire', 'weve', 'please', 'far', 'let', 'know', 'might', 'interest']"
7060,"['havent', 'monthly']"
7061,"['someone', 'ply', 'help']"
7062,[]
7063,"['gon', 'na', '1', '1', 'picture', 'take']"
7064,"['wish', 'internet', 'speed', 'drive', 'haste', 'reckless', 'unfortunately', 'stop', 'surfing']"
7065,"['ugh', 'wish', 'could', 'help', 'ya', 'knock', 'item', 'list', 'hope', 'sleep', 'tomorrow', 'well', 'least', 'til', '4']"
7066,"['loud', 'machinery', 'peter', 'around', 'fix', 'coffee', 'machine']"
7067,"['cant', 'wait', 'see', 'juju']"
7068,"['really', 'never', 'know', 'much', 'stuff', 'till', 'start', 'thats', 'wan', 'na', 'scream', 'lol']"
7069,[]
7070,"['look', 'forward', 'watch', 'bachelorette', 'tonight', 'hit', 'gym']"
7071,"['apple', 'store', 'could', 'resist', 'one']"
7072,"['hate', 'people', 'add', 'skype', 'sends', 'weird', 'message', 'disappear', 'happen', '3', 'time', 'mean', 'weird', 'message']"
7073,"['wan', 'na', 'frozen', 'yogurt', 'cant', 'drink']"
7074,"['know', 'ta', 'think', 'one']"
7075,"['100', 'follower', 'use', 'add', 'everyone', 'train', 'pay', 'vip']"
7076,"['know', 'darn', 'sleepy']"
7077,"['yeah', 'hear', 'something']"
7078,"['make', 'fun', 'sister', 'cu', 'cant', 'properly', 'take', 'nail', 'polish']"
7079,"['sign', 'team', 'train', 'realize', 'would', '6', 'weekend', 'run']"
7080,"['rely', 'easy', 'ta', 'cant', 'say', 'cant', 'see', 'cause', 'see', 'even', 'phone']"
7081,"['haha', 'hit', 'aim']"
7082,"['nice', 'snuggle', 'cozy', 'warm', 'blanket', 'cold']"
7083,"['five', 'million', 'wow', 'luck']"
7084,"['thank', 'retweet', 'timetable', 'quote']"
7085,"['think', 'fiance', 'leave', 'mother', 'believe', 'science', 'homework']"
7086,"['tire', 'lacrosse', 'shop', 'laura']"
7087,"['watch', 'jimmy', 'gimme', 'bed', 'chatroom', 'online', 'class', 'morning']"
7088,"['finally', 'call', 'cop', 'song', 'thought']"
7089,"['want', 'see', 'gossip', 'girl', 'run', 'pity']"
7090,"['watch', 'old', 'stuff', 'youtube', 'ahah', 'memory']"
7091,"['morning', 'sunshine']"
7092,"['sound', 'delicious']"
7093,['lonely']
7094,"['aww', 'better', 'last', 'year', 'stand', 'well', 'ex']"
7095,"['computer', 'crash', 'sims', '3', 'game']"
7096,"['id', 'cant', 'cause', 'twitter', 'iphone']"
7097,"['sister', 'new', 'car', 'nice']"
7098,"['ill', 'check', 'one', 'great']"
7099,"['yep', 'satan', 'lucky', '665', 'bow']"
7100,"['4', 'follow', 'case', 'hope', 'cool', 'think']"
7101,"['non', 'neon', 'eat', 'fish', 'poor', 'thing', 'last']"
7102,"['hey', 'men', 'interested', 'cop', 'fibre', 'please', 'direct', 'message', 'compare', 'note']"
7103,"['still', 'stretch', 'return', 'berlin', 'friend', 'wait', 'dance']"
7104,"['kylie', 'snuggle', 'mom', 'kind', 'actually', 'unfortunately', 'back', 'prison', 'today']"
7105,"['star', 'house', 'plus', 'huge', 'british', 'actor', 'lot', 'lot', 'much', 'list', 'try', 'google']"
7106,"['wish', 'could', 'ruddy', 'ice', 'cream']"
7107,"['hotter', 'hotter', 'everyday']"
7108,"['night', 'internet', 'land', 'time', 'sleep']"
7109,"['take', 'magic', 'make', 'visit', 'drink', 'worth', 'point', 'make']"
7110,"['luck', 'exam']"
7111,"['watch', 'parent', 'trap']"
7112,"['head', 'sunday', 'family', 'lunch', 'minus', 'caleb']"
7113,"['job', 'flawless']"
7114,"['want', 'stay', 'ive', 'rang', 'twice', 'already', 'pick', 'bit', 'ok', 'ish', 'hows']"
7115,"['layout', 'layout', 'layout', 'layout', 'layout', 'layout', 'layout']"
7116,"['best', 'friend', 'live', 'stay', 'underage', 'festival', 'ex']"
7117,"['surprise', 'gigantic', 'head']"
7118,"['coz', 'school', 'hate', 'part', 'twitter', '5', 'horn']"
7119,"['perform', 'art', 'hour', 'write', '4500', 'word', 'twice']"
7120,"['manage', 'kill', 'japanese', 'maple', 'plant', 'challenge']"
7121,"['two', 'three']"
7122,"['always', 'want', 'rock', 'star', 'dunno', 'well', 'could', 'travel', 'maybe', 'nice', 'bus']"
7123,"['sound', 'target']"
7124,"['win', 'war', 'victory', 'dance', 'slapped', 'aunt', 'aha']"
7125,"['sunny', 'class', '85', 'online', '130', 'talk', 'back']"
7126,"['cant', 'sleep']"
7127,"['hows', 'hangin', 'baby', 'watch', 'eu', 'election', 'result', 'come', 'sob', 'tonight', 'big', 'night', 'fascist']"
7128,"['huh', 'mean', 'understand', 'hello']"
7129,"['kitten', 'use', 'live', 'backyard', 'die']"
7130,"['yo', 'bitch', 'wit', 'fire', 'chest', 'sittin', 'right', 'behind', 'plane', 'yo', 'goin', 'home', 'pour', 'alcohol']"
7131,"['grill', 'carne', 'asada']"
7132,"['tell', 'youll', 'lab', 'fall']"
7133,"['bore', 'excite', 'nick', 'party', 'tomorrow']"
7134,"['lovely', 'sunny', 'still', 'feelin', 'bit', 'though', 'wat', 'perk', 'meself', 'bit']"
7135,"['tell', 'salt', 'vinegar', 'chip']"
7136,"['finally', 'call', 'night', 'night', 'one']"
7137,"['check', 'wear', 'hat', 'london']"
7138,"['thanks', 'jason', 'great', 'although', 'mimic', 'lunch', 'brunch']"
7139,"['coraline', 'fucking', 'awesome', 'film', 'think', 'kinda', 'fell']"
7140,"['aww', 'bless', 'major', 'sneeze']"
7141,['hiya']
7142,"['ugh', 'dream', 'mind', 'want', 'hard']"
7143,"['yeah', 'ping', 'pong', 'fun', 'help', 'hand', 'eye', 'correlation', 'jolly', 'ball']"
7144,"['ungodly', 'lovechild', 'gentle', 'giant', 'sex', 'pistols', 'appeal', 'prog', 'leaning']"
7145,"['terrify', 'know', 'damn', 'song', 'head']"
7146,"['employee', 'orientation', 'servo', 'yay', 'wish', 'luck']"
7147,"['morning', 'sow', 'seed', 'today', 'finish', 'soaked', 'talk', 'lot', 'interest', 'people', 'yesterday', 'blog']"
7148,"['hey', 'shaun', 'look', 'find', 'video']"
7149,"['finish', 'watch', 'star', 'trek', 'third', 'time', 'still', 'wish', 'people', 'behind', 'chat', 'whole', 'way']"
7150,"['certainly', 'warm', 'mine']"
7151,"['watch', 'ellie', 'pickle', 'ellen', 'aw', 'man', 'funny', 'stuff', 'loe']"
7152,"['room', 'draw', 'much', 'power', 'heater', 'blanket', 'computer', 'blanket']"
7153,"['oh', 'darlin', 'wish', 'something', 'could']"
7154,"['sad', 'right', 'ray', 'ban', 'fake', 'broke', 'yesterday']"
7155,"['egg', 'sooo', 'cool']"
7156,"['pretty', 'sure', 'one', 'notice', 'leave', 'bad', 'could', 'never', 'away']"
7157,"['guy', 'pre', 'show', 'denver']"
7158,['photo']
7159,"['also', 'reason', 'buy']"
7160,"['dream', 'one', 'slave', 'kind', 'sad', 'feel', 'proverb', '1022', 'cuz', 'god', 'show', 'know']"
7161,"['drop', 'baby', 'season']"
7162,"['tell', 'gon', 'na', 'bill', '2', 'month', 'evil', 'many', 'little', 'add', 'ons', 'neglect', 'mention']"
7163,"['miss', 'daughter', 'fly', 'two', 'state', 'away', 'grandma', 'visit', 'cousin']"
7164,"['90', 'sure', 'reply', 'retweet']"
7165,"['already', 'kick']"
7166,"['sure', 'worry', 'happy']"
7167,"['small', 'animated', 'tag', 'hub', 'hehe']"
7168,"['use', 'thought', 'look', 'cool', 'support', '10411']"
7169,"['sorry', 'dear', 'late']"
7170,"['glad', 'hear', 'ur', 'enjoy', 'dublin', 'ill', 'begin', 'see', 'beyonce', 'wednesday', 'dublin', 'wait', 'ex']"
7171,"['man', 'wan', 'na', 'see', 'disturbed', 'music', 'weapon', 'iv', 'awesome', 'heard']"
7172,"['bed', 'soon', 'would', 'happy', 'pull', 'novel', 'file']"
7173,"['baby', 'show', 'disgusting', 'video', 'earlier', 'morning', 'sure', 'still', 'eat', 'later']"
7174,"['thanks', 'today', 'babe']"
7175,"['oh', 'forgot', 'say']"
7176,"['take', 'trip', 'today', 'yesterday', 'catch', 'whatever', 'everyone', 'else', 'office', 'poor', 'timing']"
7177,"['snow', 'pea', 'crisp']"
7178,"['feel', 'sick', 'curry']"
7179,"['suh', 'curl', 'shit', 'hot']"
7180,"['always', 'use']"
7181,"['pleasure', 'share']"
7182,"['feel', 'case', 'sick', 'energy', 'attack', 'hang']"
7183,"['apparently', 'blackberry', 'survive', 'fall', 'beer', 'bye', 'bye', 'blackberry', 'home']"
7184,"['beautiful', 'mil', 'shipping']"
7185,"['listen', 'great', 'sound', 'thanks', 'tip']"
7186,"['aww', 'suck', 'hope', 'today', 'well', 'yound', 'really', 'hope']"
7187,"['haha', 'dude', 'sound', 'uriel', 'sound', 'seaman', 'except', 'kinda', 'sound']"
7188,"['course', 'ha', 'fun']"
7189,"['preordered', 'sims', '3', 'evening', 'yay', 'pa', 'game']"
7190,"['enjoy', 'morning', 'lately']"
7191,"['haha', 'ok', 'make', 'mine', 'chocolate', 'sprinkle']"
7192,"['anyone', 'willing', 'come', 'house', 'drop', 'box', 'mint', 'id', 'forever']"
7193,"['ha', 'youll', 'attend', 'live', 'blog', 'wont', 'year']"
7194,"['man', 'fuck', 'life', 'hate']"
7195,"['nah', 'want', 'much', 'bathroom', 'busy']"
7196,"['brilliant', 'thats', 'friday', 'night', 'sort', 'forget', 'say', 'hi']"
7197,"['twitter', 'maintenance', '15', 'min']"
7198,"['sorry', 'epic', 'fail']"
7199,"['feel', 'till', '12']"
7200,"['think', 'know', 'real', 'reason', 'aww', 'sweet', 'friend', 'raja']"
7201,"['felt', 'worse', 'yesterday', 'sit', 'night']"
7202,"['nearly', '2', 'hour']"
7203,"['check', 'email', 'fly', 'way', 'suck', 'loser', 'cant', 'bring']"
7204,"['island', 'wont', 'available', 'easter', 'hop', 'would', 'easter', 'present', 'player']"
7205,"['solve', 'cough', 'week', 'voice', 'brutally', 'damage', 'cant', 'even', 'sing', 'vega']"
7206,"['ready', 'set']"
7207,"['dress', 'shop', 'bam', 'target']"
7208,"['dress', 'might', 'wear', 'tomorrow', 'presentation', 'tuesday', 'monday', 'math', 'bloody', 'math']"
7209,"['sleep', 'still', 'sore', 'friday', 'look', 'forward', 'back', 'taro', 'night', 'tweet']"
7210,"['weekend', 'long', 'enough']"
7211,"['seriously', 'deal', 'sun']"
7212,"['well', 'youd', 'let', 'beauty', 'greece', 'distract', 'enough', 'wouldnt', 'worry', 'homesick']"
7213,"['70', 'pair', 'kick', 'dunk', 'air', 'max', 'jordan', 'even', 'adidas', 'course', 'blazer', 'kno', 'kno', 'abt', 'blazer', 'powwow']"
7214,"['9', 'til', 'stephanie', 'smith', 'concert']"
7215,"['glad', 'enjoy', 'let', 'know', 'question']"
7216,"['thanks', 'follow', 'look', 'forward', 'live', 'loud']"
7217,"['feel', 'sorry', 'nate', 'wish', 'could', 'help']"
7218,"['miss', 'act', 'class', 'use', 'time']"
7219,"['yeah', 'problem', 'tear', 'young', 'plant', 'garden', 'appreciate']"
7220,"['fever', 'huh', 'sick', 'ask']"
7221,"['holy', 'shit', 'thunder', 'loud', 'fuck', 'think', 'heart', 'chest', 'sleep']"
7222,"['eat', 'zen', 'salmon', 'come']"
7223,"['plenty', 'sleep', 'make', 'gym', 'feel', 'really', 'start', 'week']"
7224,"['know', 'make', 'sad', 'lol']"
7225,"['totally', 'check', 'new', 'awesome', 'host']"
7226,"['please', 'follow', 'would', 'honor', 'follow', 'ive', 'try', 'miley', 'brandy', 'follow']"
7227,"['give', 'tiny', 'little', 'blip', 'happy']"
7228,"['4', 'hour', 'sleep', 'start', 'kick', 'god', 'please', 'help', 'stay', 'wake']"
7229,"['ill', 'back', 'malaysia', 'summer', 'vacation', 'yay', 'cant', 'wait']"
7230,"['cool', 'yes', 'havin', 'time']"
7231,"['nearly', 'finish', 'coursework', 'stress', 'someone', 'dear', 'god', 'cheer']"
7232,"['upset', 'tummy']"
7233,"['last', 'beer', 'fest', 'goin', 'half', '1', 'cider', 'run', 'gon', 'na', 'along', 'drinking', 'likely', 'end', 'loft']"
7234,"['make', 'animal', 'organic', 'tortilla', 'chip', 'hand', 'massage', 'study', 'lit', 'watch', 'wow', 'combo']"
7235,"['byron', 'tomorrow']"
7236,"['terminator', '4', 'awesome', 'fantastic', 'visual', 'effect']"
7237,"['cant', 'sleep', 'sooo', 'stoke', '311', 'tonight', 'wish', 'feel', 'crap', 'could', 'fully', 'enjoy']"
7238,"['dream', 'da', 'hater', 'world', 'die', 'sad', 'nobody', '4', '2', 'stunt', 'god', 'hater', 'need', 'ha']"
7239,"['kinda', 'people', 'right', 'wonderful', 'change', 'pace', 'drink', 'time']"
7240,"['yay', 'glad']"
7241,"['start', 'first', 'world', 'adventure', 'even', 'tho']"
7242,"['exit', 'thursday', 'audition', 'stockholm', '7', 'och', 'audition', 'stuff']"
7243,"['depress', 'almost', 'every', 'lose', 'follower']"
7244,"['baby', 'possum', 'creep', 'break', 'house', 'ugh']"
7245,"['ill', 'hear', 'music', 'wait', 'homework', 'tired']"
7246,"['6', 'tweet', 'away', 'ok']"
7247,"['son', 'home', 'second', 'kick', 'computer']"
7248,"['end', 'drive', 'bu', 'al', 'back', 'neighbourhood', 'pack', 'nice', 'kind', 'alone']"
7249,"['want', 'eat']"
7250,"['back', 'tomorrow', 'cant', 'wait', 'see', 'mummy']"
7251,"['people', 'never', 'happy', 'actually', 'need', 'coffee', 'mood', 'take', 'girl', 'coffee']"
7252,"['must', 'know', 'world', 'seem', 'upside', 'europe', 'stick', 'iowa']"
7253,"['back', 'hurt', 'much']"
7254,"['lovely', 'connection', 'dinner', 'show', 'new', 'person', 'use', 'twitter', 'soon', 'new', 'jewel', 'weave', 'tapestry']"
7255,"['sorry', 'cant', 'post', 'another', 'video', 'youtube', 'right', 'webcam', 'right', 'much', 'noise', 'background']"
7256,"['well', 'start', 'think', 'wont', 'watch', 'lebron', 'kobe', 'play', 'final']"
7257,"['always', 'nice', 'hear', 'bel', 'joe', 'hear', 'journey', 'soon', 'oh', 'course', 'four', 'season']"
7258,"['worry', 'hangover']"
7259,"['ummm', 'yet', 'guy', 'wouldnt', 'wear', 'adidas', 'suit', 'sigh']"
7260,"['last', 'spock', 'na']"
7261,"['blogging', 'answer', 'frequented', 'question', 'inbox', 'receive', 'late', 'within', 'hour']"
7262,"['wan', 'na', 'know', 'wait', 'pic']"
7263,"['today', 'super', 'fun', 'everyone', 'soak', 'injured', 'badly', 'hello', 'knee', 'scar', 'hurt', 'ill', 'toughen']"
7264,"['federal', 'make', 'wake', '6', 'sunday']"
7265,"['eat', 'nice', 'screw', 'rain']"
7266,"['van', 'gogh', 'postage', 'stamp', 'one', 'favorite', 'painting']"
7267,"['nah', 'really', 'chatty', 'one', 'tonight']"
7268,"['longer', 'ago', 'submit', 'even', 'answer']"
7269,"['tax', 'si']"
7270,"['lull', 'know', 'new', 'business', 'sell', 'twitter', 'lesson', 'even', 'worse', 'rich', 'ebay']"
7271,"['fun', 'event', 'wait', 'yr', 'event', 'haha']"
7272,"['payday', 'favorite', 'week']"
7273,"['back', 'bed', 'thats', 'rotten', 'body', 'today']"
7274,"['think', 'tweet', 'church', 'thing', 'goin', 'lil', 'far', 'church', 'meant', 'social', 'networking']"
7275,"['om', 'stomach', 'hurt', 'bad', 'predict', 'today', 'bad']"
7276,['sad']
7277,['aww']
7278,"['thanks', 'brian']"
7279,"['amazing', 'time', 'tonight', 'dread', 'detention', 'tomorrow', 'ah', 'save']"
7280,"['start', 'beatboxing', 'receive', 'cheque', 'mail', 'time', 'move']"
7281,"['thats', 'gary', 'book', 'agent', 'spread', 'across', 'county', 'thats', 'way']"
7282,"['retweet', 'thats', 'somebody', 'retweet', 'say', 'post', 'lol', 'bout', 'cleaning', 'really', 'suck']"
7283,"['cant', 'sleep', 'cold']"
7284,"['thank', 'youto', 'bad', 'video', 'render', 'properly', 'footage', 'useless']"
7285,"['long', 'hun', 'head', 'hurt']"
7286,"['hat', 'right']"
7287,"['yeah', '16', 'year', 'ago', 'give', 'away', 'feel', 'yesterday', 'friend', 'make', 'even', 'worse']"
7288,['sunshine']
7289,"['ok', 'thanks']"
7290,"['okay', 'okay']"
7291,"['ah', 'win', 'lottery', 'back', 'tomorrow']"
7292,"['hate', 'today', 'father', 'always', 'shit']"
7293,"['happy', 'mommy', 'wish', 'mami']"
7294,"['dream', 'dreamer', 'arent', 'play']"
7295,"['aww', 'ty', 'call', 'guess', 'customer', 'service', 'close', 'already', 'gon', 'na', 'store', 'tomorrow', 'know']"
7296,"['verge', 'call', 'civil', 'disobedience']"
7297,"['sweet', 'make', 'sure', 'wo', 'arm', 'real', 'beat', 'trust']"
7298,"['think', 'logo', 'new', 'favourite', 'guy', 'chest', 'make', 'pretty', 'thing']"
7299,"['proof', 'eat', 'green', 'van', 'drink']"
7300,"['take', 'pic', 'car', 'sale', 'starbucks', 'gon', 'na', 'see', 'alone', 'everybody', '95']"
7301,"['decide', 'soon', '2', 'meet', 'backstage', 'gether', 'one', 'group', 'pic']"
7302,"['hello', 'yes', 'great', 'time', 'squeeze', 'sunbathe', 'camera', 'hows']"
7303,"['watchin', 'iran', 'election', 'horror', 'look', 'protestors', 'today', 'keep', 'safe', 'say', 'tim', 'marshall', 'keep', 'safe']"
7304,"['ill', 'tonight', 'tomorrow', 'sunday', 'monday', 'back', 'next', 'week']"
7305,"['away', 'wish', 'could', 'decide', 'time', 'start', 'friday']"
7306,"['cute', 'thanks', 'lot', 'dave']"
7307,"['boat', 'best', 'song', 'world']"
7308,"['store', 'lol', 'liquor']"
7309,['online']
7310,"['last', 'one', 'today', 'beautiful', 'person']"
7311,"['see', 'ya']"
7312,"['bed', 'early', 'prepare', 'write', 'paper', 'tomorrow']"
7313,"['kevin', 'bacon']"
7314,"['head', 'sleepy', 'sleeper', 'today']"
7315,"['earlier', '5', 'lol', 'imy', 'text', 'mee', 'pal', 'hope', 'wonderful', 'trip']"
7316,"['sad', 'photographer', 'sick', 'family', 'photo', 'cancel', 'clean', 'pretty']"
7317,"['awesome', 'brandi', 'youd', 'awesome', 'sister', 'let', 'anyone', 'tear', 'amaze']"
7318,"['favorite', 'home', 'brew', 'coffee', 'make', 'coffee', 'suggest']"
7319,"['craving', 'eat', 'junk', 'food', 'right', 'watch', 'lion', 'man']"
7320,"['find', 'tick', 'lilly', 'thanks', 'nothing', 'ke']"
7321,"['strong', 'woman', 'hehe', 'plus', 'remember', 'call', 'need', 'someone', 'hang', 'talk', 'stay']"
7322,"['last', 'item', 'always', 'check', 'hire', 'come', 'steam', 'clean', 'place', 'tho', 'wish', 'steam', 'cleaner']"
7323,"['protect', 'yur', 'update', 'ask']"
7324,[]
7325,"['try', 'write', 'english', 'response', 'cant', 'seem', 'concentrate', 'wan', 'na', 'puppy', 'dreamland']"
7326,"['thank', 'sorry', 'understand', 'last', 'sentence', 'clothes', 'similar']"
7327,"['injured', 'adolescent', 'raccoon', 'limp', 'lakeside', 'mall', 'garage', 'garden', 'id', 'call', 'spa', 'hed', 'long', 'time']"
7328,"['welcome', 'world', 'tweet', 'kinda', 'familiar', 'yet']"
7329,"['remember', 'almost', 'pass', 'gettin', 'drop', 'still', 'stupid', 'pictur']"
7330,"['lars', 'rancid', 'sing', 'thathe', 'awesome', 'try', 'sing', 'taste', 'blood', 'thats']"
7331,"['disaster', 'prayer', 'victim', 'crash']"
7332,"['2', 'hip', 'flask', 'obviously', 'thinking']"
7333,"['late', 'night', 'bed', 'soon']"
7334,"['wake', 'post', 'train', 'ride', 'nap']"
7335,"['put', 'landfill', 'beat', 'guilt', 'promise', 'cut', 'future']"
7336,"['tired', 'headache', 'show', 'though', 'haha']"
7337,"['wow', 'amaze', 'pic', 'wish', 'could', 'see', 'dublin', 'weekend', 'amazing', 'ticket', 'though']"
7338,"['cool', 'still', 'keychain', '15']"
7339,"['smell', 'new', 'technology']"
7340,"['aww', 'stink']"
7341,['patient']
7342,"['sad', 'erin', 'greatly', 'miss', 'look', 'forward', 'hour', 'ta']"
7343,"['happy', 'star', 'war', 'may', 'fourth']"
7344,"['back', 'log', 'email', 'month', 'old']"
7345,"['haha', '2', 'jus', 'catch', 'end', 'sarah', 'michelle', 'gellar', 'mud', 'lol', 'gay', 'either']"
7346,"['come', 'something']"
7347,"['aww', 'cute', 'brit']"
7348,"['god', 'need', 'job']"
7349,"['congrats', 'know', 'cause', 'hubby', 'buy', 'iphone', 'app']"
7350,"['1', 'hold', 'rogers', 'min', '2', 'eligible', 'upgrade', 'july', '11', '3', 'wan', 'na', 'buy', '799', 'oo']"
7351,"['ive', 'treadmill', 'hour', 'leg', 'little', 'hurt', 'still', 'machine']"
7352,"['shout', 'new', 'facebook', 'fam', 'appreciate', 'look', 'smooch']"
7353,"['feel', 'gain', 'weight', 'think', 'beer', 'ive', 'drink', 'learn', 'drink', 'beer', 'month', 'bad']"
7354,"['blast', 'lady', 'gaga', 'ipod', 'desperate', 'attempt', 'wake', 'way', 'judge', 'ooooh', '8']"
7355,"['goodnight', 'everyone', 'sweetbread', 'sleep', 'early', 'take', 'care', 'bomb']"
7356,"['sure', 'thing', 'well', 'make', 'sure', 'offer', 'weekend', 'sometime', 'place']"
